avg_type,id,pos,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,pos_ecr.x,sd_ecr.x,pos_ecr.y,sd_ecr.y
average,15840,TE,13.3073333333333,20.5360084079972,1.22066666666667,0.7818,33.531,-22.5176666666667,-4.78365,-55.7251,240,349,230,48,2,32,0,32,0
average,14871,TE,12.0866666666667,15.4268246030521,0.0406666666666684,3.1576,27.2308,-23.7383333333333,-2.40785,-62.0253,243,228,235,49,2,23.5,1.5,23.5,1.5
average,15341,TE,12.046,16.7640875683707,0.271999999999998,1.3774,22.7146,-23.779,-4.18805,-66.5415,244,312,238,50,2,88,0,88,0
average,13763,TE,11.774,14.1789051763527,0.419499999999999,2.7506,20.7974,-24.051,-2.81485,-68.4587,245,245,243,51,2,47,0,47,0
average,12677,TE,11.3545,14.6307464095309,0.0195000000000007,2.04355,20.66545,-24.4705,-3.5219,-68.59065,247,277,244,52,2,59,0,59,0
average,13994,TE,11.335,13.9512167928106,0.1045,2.4565,20.2135,-24.49,-3.10895,-69.0426,248,252,245,53,2,57,0,57,0
average,12309,TE,11.2305,15.5132156724517,0.0140000000000011,1.35795,21.10305,-24.5945,-4.2075,-68.15305,250,313,241,54,2,75,0,75,0
average,15916,TE,11.2165,15.3915933060876,0.824999999999999,1.42135,21.01165,-24.6085,-4.1441,-68.24445,251,308,242,55,2,78,0,78,0
average,15344,TE,10.3915,14.2955777952484,0.549500000000002,1.29385,19.48915,-25.4335,-4.2716,-69.76695,253,316,246,56,2,76,0,76,0
average,16214,TE,9.842,,0.00649999999999906,9.842,9.842,-25.983,4.27655,-79.4141,255,25,268,57,2,2.5,0.5,2.5,0.5
average,12317,TE,9.8355,13.5262456173175,0.097999999999999,1.22745,18.44355,-25.9895,-4.338,-70.81255,256,321,248,58,2,97,0,97,0
average,15990,TE,9.7375,13.5234171901927,0.0844999999999985,1.13125,18.34375,-26.0875,-4.4342,-70.91235,257,332,249,59,2,,,,
average,14239,TE,9.653,12.0872833176028,0.116500000000004,1.9607,17.3453,-26.172,-3.60475,-71.9108,258,282,253,60,2,67,0,67,0
average,15335,TE,9.5365,13.2419886912805,0.1465,1.10935,17.96365,-26.2885,-4.4561,-71.29245,259,334,250,61,2,89,0,89,0
average,15909,TE,9.39,12.7420641969816,0.3535,1.281,17.499,-26.435,-4.28445,-71.7571,260,318,252,62,2,112,0,112,0
average,15803,TE,9.0365,12.5348819100939,0.270999999999999,1.05935,17.01365,-26.7885,-4.5061,-72.24245,261,337,254,63,2,55,0,55,0
average,14141,TE,8.7655,10.9382347981747,0.103499999999999,1.80445,15.72655,-27.0595,-3.761,-73.52955,262,286,260,64,2,52,0,52,0
average,13753,TE,8.662,11.3674486143549,0.0980000000000008,1.4278,15.8962,-27.163,-4.13765,-73.3599,263,307,258,65,2,87,0,87,0
average,16213,TE,8.564,,0.109500000000001,8.564,8.564,-27.261,2.99855,-80.6921,264,36,270,66,2,4.5,0.5,4.5,0.5
average,15970,TE,8.4545,11.2366338598354,0.534,1.30355,15.60545,-27.3705,-4.2619,-73.65065,265,315,261,67,2,64,0,64,0
average,14876,TE,7.9205,10.7190316960069,0.319833333333333,1.09895,14.74205,-27.9045,-4.4665,-74.51405,269,335,263,68,2,111,0,111,0
average,13427,TE,7.60066666666667,9.0833212171173,1.27066666666667,1.4554,16.5583,-28.2243333333333,-4.11005,-72.6978,270,303,255,69,2,36,0,36,0
average,15796,TE,6.33,9.60764466453667,0.476333333333333,0.2902,15.8026,-29.495,-5.27525,-73.4535,274,381,259,70,2,46,0,46,0
average,14146,TE,5.85366666666667,8.79919839152029,0.523666666666665,0.4097,14.5244,-29.9713333333333,-5.15575,-74.7317,276,371,264,71,2,81,0,81,0
average,16641,TE,5.33,,0.683000000000001,5.33,5.33,-30.495,-0.235450000000003,-83.9261,279,124,274,72,2,11.5,0.5,11.5,0.5
average,16215,TE,4.647,,0.32,4.647,4.647,-31.178,-0.918450000000004,-84.6091,280,169,275,73,2,22,1,22,1
average,13424,TE,4.327,,1.003,4.327,4.327,-31.498,-1.23845,-84.9291,282,181,276,74,2,21,2,21,2
average,16644,TE,3.324,,0.324999999999999,3.324,3.324,-32.501,-2.24145,-85.9321,283,219,278,75,2,27.5,1.5,27.5,1.5
average,16222,TE,2.999,,0.708,2.999,2.999,-32.826,-2.56645,-86.2571,284,240,281,76,2,20.5,0.5,20.5,0.5
average,11647,TE,2.291,,0.238,2.291,2.291,-33.534,-3.27445,-86.9651,286,264,284,77,2,,,,
average,16212,TE,2.053,,0.0534999999999997,2.053,2.053,-33.772,-3.51245,-87.2031,287,276,287,78,2,30,1,30,1
average,14370,TE,1.9995,0.457498087427697,0.4435,1.70835,2.29065,-33.8255,-3.8571,-86.96545,288,290,285,79,2,45,0,45,0
average,16113,TE,1.556,,0.15,1.556,1.556,-34.269,-4.00945,-87.7001,292,297,288,80,2,79,0,79,0
average,16219,TE,1.406,,0.175,1.406,1.406,-34.419,-4.15945,-87.8501,295,309,289,81,2,58,0,58,0
average,15541,TE,1.231,,0.0229999999999999,1.231,1.231,-34.594,-4.33445,-88.0251,296,320,290,82,2,71,0,71,0
average,16220,TE,1.208,,0.0500000000000003,1.208,1.208,-34.617,-4.35745,-88.0481,297,323,291,83,2,82,0,82,0
average,16000,TE,1.158,,0.0139999999999998,1.158,1.158,-34.667,-4.40745,-88.0981,298,326,292,84,2,104,0,104,0
average,15026,TE,1.144,,0.167,1.144,1.144,-34.681,-4.42145,-88.1121,299,330,293,85,2,91,0,91,0
average,16221,TE,0.977,,0.247,0.977,0.977,-34.848,-4.58845,-88.2791,300,342,294,86,2,77,0,77,0
average,15534,TE,0.73,,0.169,0.73,0.73,-35.095,-4.83545,-88.5261,302,352,295,87,2,,,,
average,16216,TE,0.561,,0.00800000000000001,0.561,0.561,-35.264,-5.00445,-88.6951,304,360,296,88,2,73,0,73,0
average,14984,TE,0.553,,0.06,0.553,0.553,-35.272,-5.01245,-88.7031,305,362,297,89,2,92,0,92,0
average,15041,TE,0.493,,0.216,0.493,0.493,-35.332,-5.07245,-88.7631,306,365,298,90,2,,,,
average,15804,TE,0.277,,0.004,0.277,0.277,-35.548,-5.28845,-88.9791,307,383,299,91,2,113,0,113,0
average,15339,TE,0.273,,0.001,0.273,0.273,-35.552,-5.29245,-88.9831,308,384,300,92,2,110,0,110,0
average,13919,TE,0.272,,0.004,0.272,0.272,-35.553,-5.29345,-88.9841,309,385,301,93,2,,,,
average,15929,TE,0.268,,0.003,0.268,0.268,-35.557,-5.29745,-88.9881,310,386,302,94,2,109,0,109,0
average,12680,TE,0.265,,0.01,0.265,0.265,-35.56,-5.30045,-88.9911,311,387,303,95,2,,,,
average,16333,TE,0.255,,0.014,0.255,0.255,-35.57,-5.31045,-89.0011,312,388,304,96,2,80,0,80,0
average,14875,TE,0.241,,0.055,0.241,0.241,-35.584,-5.32445,-89.0151,313,389,305,97,2,61,0,61,0
average,14939,TE,0.186,,0.004,0.186,0.186,-35.639,-5.37945,-89.0701,314,392,306,98,2,,,,
average,15333,TE,0.186,,0,0.186,0.186,-35.639,-5.37945,-89.0701,314,392,306,98,2,,,,
average,15070,TE,0.182,,0.003,0.182,0.182,-35.643,-5.38345,-89.0741,315,393,307,99,2,,,,
average,15334,TE,0.182,,0,0.182,0.182,-35.643,-5.38345,-89.0741,315,393,307,99,2,,,,
average,15604,TE,0.182,,0,0.182,0.182,-35.643,-5.38345,-89.0741,315,393,307,99,2,98,0,98,0
average,16425,TE,0.179,,0.001,0.179,0.179,-35.646,-5.38645,-89.0771,316,394,308,100,2,100,0,100,0
average,16483,TE,0.179,,0,0.179,0.179,-35.646,-5.38645,-89.0771,316,394,308,100,2,93,0,93,0
average,14996,TE,0.178,,0.004,0.178,0.178,-35.647,-5.38745,-89.0781,317,395,309,101,2,,,,
average,15544,TE,0.174,,0.00299999999999998,0.174,0.174,-35.651,-5.39145,-89.0821,318,397,310,102,2,,,,
average,16496,TE,0.171,,0.001,0.171,0.171,-35.654,-5.39445,-89.0851,319,398,311,103,2,,,,
average,14488,TE,0.17,,0.001,0.17,0.17,-35.655,-5.39545,-89.0861,320,399,312,104,2,,,,
average,16269,TE,0.169,,0.002,0.169,0.169,-35.656,-5.39645,-89.0871,321,400,313,105,2,74,0,74,0
average,14873,TE,0.167,,0.002,0.167,0.167,-35.658,-5.39845,-89.0891,322,402,314,106,2,,,,
average,15795,TE,0.165,,0.001,0.165,0.165,-35.66,-5.40045,-89.0911,323,403,315,107,2,86,0,86,0
average,16218,TE,0.165,,0,0.165,0.165,-35.66,-5.40045,-89.0911,323,403,315,107,2,103,0,103,0
average,16249,TE,0.165,,0,0.165,0.165,-35.66,-5.40045,-89.0911,323,403,315,107,2,,,,
average,16312,TE,0.165,,0,0.165,0.165,-35.66,-5.40045,-89.0911,323,403,315,107,2,90,0,90,0
average,13065,TE,0.164,,0.00600000000000001,0.164,0.164,-35.661,-5.40145,-89.0921,324,404,316,108,2,,,,
average,16435,TE,0.158,,0.002,0.158,0.158,-35.667,-5.40745,-89.0981,325,405,317,109,2,,,,
average,16524,TE,0.156,,0.001,0.156,0.156,-35.669,-5.40945,-89.1001,326,406,318,110,2,108,0,108,0
average,16474,TE,0.155,,0.001,0.155,0.155,-35.67,-5.41045,-89.1011,327,407,319,111,2,106,0,106,0
average,12955,TE,0.154,,0.000999999999999973,0.154,0.154,-35.671,-5.41145,-89.1021,328,408,320,112,2,94,0,94,0
average,14240,TE,0.153,,0.047,0.153,0.153,-35.672,-5.41245,-89.1031,329,409,321,113,2,,,,
average,15563,TE,0.106,,0,0.106,0.106,-35.719,-5.45945,-89.1501,330,411,322,114,2,99,0,99,0
average,0516,DST,51.9666666666667,77.7116299747556,1.36333333333333,6.932,128.261,1.59,0.727,1.91999999999999,93,85,97,1,1,4.5,0.5,4.5,0.5
average,0501,DST,50.6033333333333,77.1599963279764,0.226666666666667,6.011,126.341,0.226666666666667,-0.193999999999999,0,101,120,103,2,1,15.5,2.5,15.5,2.5
average,0502,DST,50.3766666666667,77.5294810593579,0.829999999999991,5.611,126.472,0,-0.593999999999999,0.131000000000014,103,149,100,3,1,28,0,28,0
average,0531,DST,49.5466666666667,75.1342347624126,0.0966666666666711,5.578,123.361,-0.829999999999991,-0.626999999999998,-2.97999999999998,107,154,108,4,1,16,1,16,1
average,0505,DST,49.45,74.9580049094158,0.243333333333339,5.595,123.09,-0.926666666666662,-0.609999999999999,-3.25099999999999,109,152,109,5,1,2.5,0.5,2.5,0.5
average,0532,DST,49.2066666666667,74.4727073049808,1.21666666666666,6.042,122.322,-1.17,-0.162999999999999,-4.01900000000001,111,117,113,6,1,25.5,1.5,25.5,1.5
average,0507,DST,47.99,72.1488399075134,0.466666666666676,6.179,118.823,-2.38666666666666,-0.0259999999999989,-7.51799999999997,115,106,119,7,1,9,0,9,0
average,0503,DST,47.5233333333333,71.6010756436894,0.696666666666665,5.885,117.836,-2.85333333333334,-0.319999999999999,-8.505,120,130,122,8,1,23,0,23,0
average,0506,DST,46.8266666666667,70.4714760263565,0.263333333333328,6.044,116.006,-3.55,-0.161,-10.335,123,116,125,9,1,4.5,0.5,4.5,0.5
average,0510,DST,46.5633333333333,70.2664445758666,0.0366666666666617,5.943,115.536,-3.81333333333333,-0.262,-10.805,125,128,127,10,1,2.5,0.5,2.5,0.5
average,0518,DST,46.5266666666667,70.038432544806,0.600000000000001,6.01,115.279,-3.84999999999999,-0.194999999999999,-11.062,126,121,128,11,1,16.5,2.5,16.5,2.5
average,0514,DST,45.9266666666667,69.3465819873866,0.536666666666669,5.586,114.027,-4.45,-0.618999999999999,-12.314,129,153,130,12,1,13,1,13,1
average,0517,DST,45.39,67.908608438106,0.076666666666668,5.629,112.108,-4.98666666666667,-0.575999999999999,-14.233,131,147,133,13,1,20,1,20,1
average,0529,DST,45.3133333333333,67.3678130365929,0.13666666666667,5.948,111.491,-5.06333333333333,-0.256999999999999,-14.85,132,126,135,14,1,7,0,7,0
average,0512,DST,45.1766666666667,67.0510211207356,0.416666666666664,6.269,111.011,-5.2,0.0640000000000001,-15.33,135,100,138,15,1,16,0,16,0
average,0520,DST,44.76,67.0668711063816,0.703333333333326,5.64,110.634,-5.61666666666667,-0.564999999999999,-15.707,140,146,139,16,1,26.5,0.5,26.5,0.5
average,0525,DST,44.0566666666667,64.8206250612668,0.110000000000007,6.031,107.749,-6.31999999999999,-0.173999999999999,-18.592,146,118,147,17,2,10.5,0.5,10.5,0.5
average,0523,DST,43.9466666666667,65.6909752807289,0.573333333333331,5.948,108.431,-6.43,-0.256999999999999,-17.91,147,126,146,18,2,28.5,0.5,28.5,0.5
average,0509,DST,43.3733333333333,65.2351134998119,0.169999999999995,5.55,107.421,-7.00333333333333,-0.654999999999999,-18.92,153,155,148,19,2,25.5,0.5,25.5,0.5
average,0530,DST,43.2033333333333,63.742452363659,0.0400000000000063,5.713,105.847,-7.17333333333333,-0.491999999999999,-20.494,154,140,155,20,2,1,0,1,0
average,0515,DST,43.1633333333333,63.946502901514,0.956666666666671,5.833,105.976,-7.21333333333333,-0.371999999999999,-20.365,156,134,154,21,2,7,1,7,1
average,0513,DST,42.2066666666667,63.1276336744324,0.109999999999999,5.648,104.18,-8.17,-0.556999999999999,-22.161,162,145,161,22,2,22,0,22,0
average,0511,DST,42.0966666666667,63.3106391796303,0.843333333333334,5.221,104.275,-8.28,-0.983999999999998,-22.066,163,173,160,23,2,16,1,16,1
average,0524,DST,41.2533333333333,59.2051157699513,0.286666666666669,6.008,99.482,-9.12333333333333,-0.196999999999999,-26.859,167,122,174,24,2,12,1,12,1
average,0522,DST,40.9666666666667,60.8240358191836,0.589999999999996,5.73,100.68,-9.41,-0.474999999999999,-25.661,168,138,171,25,2,19.5,1.5,19.5,1.5
average,0521,DST,40.3766666666667,59.0831873999138,0.0033333333333303,6.205,98.374,-10,0,-27.967,170,103,178,26,2,7,1,7,1
average,0526,DST,40.3733333333333,59.8654903373666,1.27666666666667,5.754,99.138,-10.0033333333333,-0.451,-27.203,171,137,175,27,2,11,1,11,1
average,0519,DST,39.0966666666667,58.2004916932266,0.0566666666666578,5.267,96.248,-11.28,-0.938,-30.093,181,172,182,28,2,32,0,32,0
average,0504,DST,39.04,58.2488823927121,0.190000000000005,5.378,96.215,-11.3366666666667,-0.826999999999999,-30.126,182,163,183,29,2,30,0,30,0
average,0508,DST,38.85,57.5481441924933,0.893333333333331,5.389,95.362,-11.5266666666667,-0.815999999999999,-30.979,183,162,184,30,2,20,0,20,0
average,0528,DST,37.9566666666667,55.3767968858197,2.52666666666668,5.853,92.325,-12.42,-0.351999999999999,-34.016,189,133,191,31,3,31,0,31,0
average,0527,DST,35.43,52.6285920389288,0,4.921,87.1,-14.9466666666667,-1.284,-39.241,204,184,201,32,3,24.5,0.5,24.5,0.5
average,13898,K,86.802,,3.08750000000001,86.802,86.802,26.6037053125,78.142,-56.7011,21,1,232,1,1,,,,
average,15979,K,83.7145,104.856157475372,14.437058974359,16.98445,150.44455,23.5162053125,8.32445000000001,6.94145,25,13,86,2,1,13.33,0.47,13.33,0.47
average,13403,K,69.277441025641,104.526286224524,6.88672788278388,8.92849076923077,171.8696,9.07914633814103,0.268490769230768,28.3665,64,96,54,3,1,8.33,0.47,8.33,0.47
average,13354,K,62.3907131428572,91.6266370348773,1.45563464823348,9.42612548571429,152.3298,2.19241845535715,0.766125485714285,8.82669999999999,91,82,84,4,1,3,0,3,0
average,13303,K,60.9350784946237,89.6628473999868,0.189436589861749,8.55421193548387,149.0125,0.736783807123665,-0.105788064516128,5.5094,97,110,92,5,1,2,0,2,0
average,12437,K,60.7456419047619,90.7018118059808,0.284963117100503,8.05103314285714,149.8092,0.547347217261915,-0.608966857142857,6.30609999999999,98,151,90,6,1,12.33,0.47,12.33,0.47
average,12860,K,60.4606787876614,89.0387553669128,0.262384100161412,8.5319327266858,147.9149,0.262384100161412,-0.128067273314205,4.4118,100,111,93,7,1,6.33,0.47,6.33,0.47
average,10976,K,60.1982946875,88.948356223553,0.905578886862031,8.21718840625,147.57588840625,0,-0.442811593749999,4.07278840625,103,136,94,8,1,1,0,1,0
average,15368,K,59.292715800638,85.7939282996602,1.64899358388919,9.72723266172249,143.5031,-0.905578886862031,1.06723266172249,0,108,72,103,9,1,4.33,0.47,4.33,0.47
average,13832,K,57.6437222167488,84.7374759273955,0.293982841748772,8.17974998522167,140.8783,-2.55457247075123,-0.480250014778326,-2.62480000000002,117,139,107,10,1,9.33,0.47,9.33,0.47
average,14244,K,57.349739375,85.4241148258026,0.0413292279411763,7.9981963125,141.1971,-2.8485553125,-0.6618036875,-2.30600000000001,119,156,106,11,1,11.33,0.47,11.33,0.47
average,10868,K,57.3084101470588,84.3879786609119,0.520941026913192,8.43280739705882,140.1539,-2.88988454044117,-0.227192602941177,-3.3492,121,123,110,12,1,20.67,0.47,20.67,0.47
average,11945,K,56.7874691201456,83.0399203177958,0.943855894339173,8.34626662439321,138.3509,-3.41082556735437,-0.313733375606795,-5.15219999999999,122,129,114,13,1,10.33,0.47,10.33,0.47
average,11387,K,55.8436132258065,81.4054533789932,0.221129104295791,8.47285570967742,135.7879,-4.35468146169354,-0.18714429032258,-7.71519999999998,128,119,120,14,1,18.67,0.47,18.67,0.47
average,14983,K,55.6224841215107,81.1701010158911,0.59505878817734,8.51860712807882,135.3201,-4.57581056598933,-0.141392871921182,-8.18299999999999,130,113,121,15,1,5.33,0.47,5.33,0.47
average,14717,K,55.0274253333333,80.1866579512747,2.1374460229885,8.3107484,133.7813,-5.17086935416667,-0.349251600000001,-9.72180000000003,134,132,124,16,1,19.67,0.47,19.67,0.47
average,8930,K,52.8899793103448,77.483255866212,3.52606627005179,7.87184413793104,128.9741,-7.30831537715517,-0.788155862068965,-14.529,159,160,134,17,1,25.67,0.47,25.67,0.47
average,12956,K,49.363913040293,72.430661348514,0.293024353424343,7.18436520879121,120.4982,-10.834381647207,-1.47563479120879,-23.0049,177,194,163,18,1,28.5,0.5,28.5,0.5
average,11936,K,49.0708886868687,70.828165768537,2.69266097142154,7.76279945454546,118.6386,-11.1274060006313,-0.897200545454545,-24.8645,180,167,169,19,1,17.67,0.47,17.67,0.47
average,13718,K,46.3782277154472,66.8458849720261,0.116853393958152,7.66096831463415,112.002468314634,-13.8200669720528,-0.999031685365854,-31.5006316853659,194,174,186,20,1,15.33,0.47,15.33,0.47
average,8851,K,46.261374321489,65.4279900280268,1.89741784659135,7.88031066802031,110.5504,-13.936920366011,-0.779689331979696,-32.9527,195,159,188,21,1,29.5,0.5,29.5,0.5
average,13719,K,44.3639564748977,63.7343015563297,3.40954439199255,6.81968248222366,107.006,-15.8343382126023,-1.84031751777634,-36.4971,207,204,195,22,1,26.67,0.47,26.67,0.47
average,9694,K,40.9544120829051,58.7699413068211,4.90408994004796,6.50912362487153,98.6979236248715,-19.2438826045949,-2.15087637512847,-44.8051763751285,221,214,213,23,1,21.67,0.47,21.67,0.47
average,15369,K,36.0503221428571,39.9355212090562,27.2603221428571,10.6355120714286,61.4651322142857,-24.1479725446429,1.97551207142857,-82.0379677857143,246,58,272,24,1,22.67,0.47,22.67,0.47
average,16414,K,8.79,,0.130000000000001,8.79,8.79,-51.4082946875,0.130000000000001,-134.7131,549,98,548,25,1,7.33,0.47,7.33,0.47
average,16286,K,8.66,,0.16,8.66,8.66,-51.5382946875,0,-134.8431,550,103,549,26,1,14.33,0.47,14.33,0.47
average,16444,K,8.5,,0.0800000000000001,8.5,8.5,-51.6982946875,-0.16,-135.0031,551,115,550,27,1,16.33,0.47,16.33,0.47
average,16339,K,8.42,,0.59,8.42,8.42,-51.7782946875,-0.24,-135.0831,552,125,551,28,1,24.67,0.47,24.67,0.47
average,16681,K,7.83,,0.0999999999999996,7.83,7.83,-52.3682946875,-0.83,-135.6731,553,164,552,29,1,17.33,11.03,17.33,11.03
average,16410,K,7.73,,0.100000000000001,7.73,7.73,-52.4682946875,-0.93,-135.7731,554,170,553,30,1,,,,
average,16680,K,7.63,,0.31,7.63,7.63,-52.5682946875,-1.03,-135.8731,555,175,554,31,1,,,,
average,14600,K,7.32,,0.0500000000000007,7.32,7.32,-52.8782946875,-1.34,-136.1831,556,188,555,32,1,,,,
average,15999,K,7.27,,0,7.27,7.27,-52.9282946875,-1.39,-136.2331,557,189,556,33,1,,,,
robust,14783,QB,102.9626,7.95592812,3.6507,14.86262,324.29522,28.1175,0.374220000000001,83.92168,13,93,9,1,1,4.33,0.47,4.33,0.47
robust,13589,QB,99.3119,4.38968208,6.83405000000001,16.79808,309.58428,24.4668,2.30968,69.21074,18,49,17,2,2,1,0,1,0
robust,13116,QB,92.47785,3.58878156,2.71610000000001,16.78546,285.7924,17.63275,2.29706,45.41886,31,50,32,3,2,2,0,2,0
robust,13593,QB,89.76175,11.56339044,4.56399999999999,12.40934,279.64688,14.91665,-2.07906,39.27334,37,209,36,4,3,3,0,3,0
robust,14782,QB,85.19775,3.98849052,0.931699999999992,13.29922,268.26004,10.35265,-1.18918,27.8865,54,180,55,5,4,10.33,1.25,10.33,1.25
robust,15698,QB,84.26605,7.0156632,0.12885,12.3066,264.54654,9.42095,-2.1818,24.173,58,215,57,6,4,17,1.63,17,1.63
robust,12620,QB,84.1372,6.55665024,0.0794999999999959,12.35024,264.41504,9.2921,-2.13816,24.0415,59,213,58,7,4,12.33,0.47,12.33,0.47
robust,14777,QB,84.0577,4.6375728,2.42835000000001,15.0444,258.98796,9.21260000000001,0.555999999999999,18.61442,60,88,65,8,4,7,0,7,0
robust,14056,QB,81.62935,3.43637028,0.363349999999997,15.51238,250.19584,6.78425,1.02398,9.82230000000004,69,75,80,9,4,8,0,8,0
robust,14779,QB,81.266,1.97067192,2.59620000000001,13.76812,254.84644,6.4209,-0.720280000000001,14.4729,71,158,73,10,5,15.67,1.25,15.67,1.25
robust,15237,QB,78.6698,11.56012872,0.287049999999994,8.66132,249.46388,3.82469999999999,-5.82708,9.09034000000003,82,432,82,11,5,14.33,1.25,14.33,1.25
robust,12611,QB,78.38275,4.70695848,3.53765,12.01128,246.37686,3.53765,-2.47712,6.00332000000003,86,235,91,12,5,9.33,0.47,9.33,0.47
robust,10700,QB,74.8451,10.00132308,1.84700000000001,7.44418,240.37354,0,-7.04422,0,103,579,103,13,6,22,0,22,0
robust,13590,QB,72.9981,4.6642596,2.05469999999998,11.3214,228.82728,-1.84700000000001,-3.167,-11.54626,115,259,129,14,6,18,0.82,18,0.82
robust,9431,QB,70.9434,1.13063076,0.241350000000011,14.51906,216.54854,-3.90169999999999,0.0306599999999992,-23.825,141,102,167,15,6,18.33,0.47,18.33,0.47
robust,14778,QB,70.70205,4.89732432,0.2166,11.25092,220.51838,-4.14305,-3.23748,-19.85516,144,262,152,16,6,13,1.63,13,1.63
robust,11644,QB,70.48545,4.34164584,0.893149999999992,9.36784,225.17434,-4.35965,-5.12056,-15.1992,146,369,137,17,7,25.67,0.47,25.67,0.47
robust,13113,QB,69.5923,5.69525964,0.0148000000000081,10.71294,217.14702,-5.25279999999999,-3.77546,-23.22652,152,288,165,18,7,20.33,0.47,20.33,0.47
robust,11150,QB,69.5775,3.2513418,2.91775,10.9273,218.9101,-5.2676,-3.5611,-21.46344,153,279,158,19,7,23.67,0.94,23.67,0.94
robust,7836,QB,66.65975,3.44081808,0.534049999999994,11.97788,205.49066,-8.18535,-2.51052,-34.88288,179,238,192,20,7,26.33,1.7,26.33,1.7
robust,14059,QB,66.1257,1.85087784,6.32270000000001,10.46684,209.04104,-8.71939999999999,-4.02156,-31.3325,187,299,185,21,8,20.67,0.47,20.67,0.47
robust,10703,QB,59.803,5.24810748,14.723,8.48478,188.13306,-15.0421,-6.00362,-52.24048,230,454,224,22,9,24.67,1.7,24.67,1.7
robust,15238,QB,45.08,,5.1405,45.08,45.08,-29.7651,30.5916,-195.29354,356,2,560,23,10,33.33,0.47,33.33,0.47
robust,13424,QB,39.9395,55.2987561,0.779500000000006,6.37085,73.50815,-34.9056,-8.11755,-166.86539,475,584,557,24,10,21,2,21,2
robust,14063,QB,39.16,,0.17799999999999,39.16,39.16,-35.6851,24.6716,-201.21354,547,3,561,25,10,,,,
robust,14067,QB,38.982,7.131306,7.68180000000001,2.857,125.9806,-35.8631,-11.6314,-114.39294,550,587,547,26,11,31.33,0.47,31.33,0.47
robust,12616,QB,31.3002,40.97876748,0.4742,6.42438,56.17602,-43.5449,-8.06402,-184.19752,560,583,558,27,11,29.33,0.47,29.33,0.47
robust,13592,QB,30.826,36.1072404,10.9666,8.9074,52.7446,-44.0191,-5.581,-187.62894,561,414,559,28,12,34,0.82,34,0.82
robust,16152,QB,19.8594,,0.552600000000002,19.8594,19.8594,-54.9857,5.371,-220.51414,562,20,562,29,12,4.67,0.47,4.67,0.47
robust,16150,QB,19.3068,,1.9866,19.3068,19.3068,-55.5383,4.8184,-221.06674,563,22,563,30,12,6,0,6,0
robust,16581,QB,17.3202,,0.488399999999999,17.3202,17.3202,-57.5249,2.8318,-223.05334,564,40,564,31,12,10.67,0.47,10.67,0.47
robust,16579,QB,16.8318,,2.3434,16.8318,16.8318,-58.0133,2.3434,-223.54174,565,48,565,32,13,15,0.82,15,0.82
robust,16149,QB,14.4884,,0.535400000000001,14.4884,14.4884,-60.3567,0,-225.88514,566,103,566,33,13,25,0.82,25,0.82
robust,16582,QB,13.953,,0.972999999999999,13.953,13.953,-60.8921,-0.535400000000001,-226.42054,567,143,567,34,13,31.67,0.47,31.67,0.47
robust,13119,QB,12.98,,0.0125999999999991,12.98,12.98,-61.8651,-1.5084,-227.39354,568,196,568,35,13,,,,
robust,16148,QB,12.9674,,0.407400000000001,12.9674,12.9674,-61.8777,-1.521,-227.40614,569,197,569,36,13,27.67,0.47,27.67,0.47
robust,9207,QB,12.56,,0.44,12.56,12.56,-62.2851,-1.9284,-227.81354,570,205,570,37,13,,,,
robust,14069,QB,12.12,,0.440000000000001,12.12,12.12,-62.7251,-2.3684,-228.25354,571,223,571,38,13,,,,
robust,15252,QB,11.68,,0.18,11.68,11.68,-63.1651,-2.8084,-228.69354,572,244,572,39,13,,,,
robust,10413,QB,11.5,,0.92,11.5,11.5,-63.3451,-2.9884,-228.87354,573,249,573,40,14,,,,
robust,10313,QB,10.58,,0.5,10.58,10.58,-64.2651,-3.9084,-229.79354,574,295,574,41,14,,,,
robust,15692,QB,10.08,,0.299999999999999,10.08,10.08,-64.7651,-4.4084,-230.29354,575,327,575,42,14,,,,
robust,12141,QB,9.78,,0.140000000000001,9.78,9.78,-65.0651,-4.7084,-230.59354,576,346,576,43,14,,,,
robust,12610,QB,9.64,,0.0400000000000009,9.64,9.64,-65.2051,-4.8484,-230.73354,577,353,577,44,14,,,,
robust,14358,QB,9.6,,0.199999999999999,9.6,9.6,-65.2451,-4.8884,-230.77354,578,356,578,45,14,,,,
robust,12140,QB,9.4,,0.24,9.4,9.4,-65.4451,-5.0884,-230.97354,579,366,579,46,14,,,,
robust,13115,QB,9.4,,0,9.4,9.4,-65.4451,-5.0884,-230.97354,579,366,579,46,14,,,,
robust,15240,QB,9.16,,0.140000000000001,9.16,9.16,-65.6851,-5.3284,-231.21354,580,391,580,47,14,,,,
robust,15241,QB,9.02,,0.140000000000001,9.02,9.02,-65.8251,-5.4684,-231.35354,581,412,581,48,14,,,,
robust,9064,QB,8.88,,0.159999999999998,8.88,8.88,-65.9651,-5.6084,-231.49354,582,418,582,49,14,,,,
robust,15693,QB,8.72,,0.42,8.72,8.72,-66.1251,-5.7684,-231.65354,583,425,583,50,14,,,,
robust,15242,QB,8.3,,0.0200000000000014,8.3,8.3,-66.5451,-6.1884,-232.07354,584,496,584,51,14,,,,
